관광지ID,관광지명,위도,경도,주소
5dbb6202d00ac592f73f200309b1b4ea,송상현충렬사,36.622259,127.3924371,충북 청주시 흥덕구 강상로18번길 44
a2ed1c0ae063cca6fb3379e4f7ba8bcb,심청각,37.9799602,124.7135117,인천 옹진군 백령면 진촌리 산 146-1
645e1bcc2435341b7631305ed0c016dd,양주시승마장,37.843319,126.9982186,경기 양주시 은현면 그루고개로221번길 264-21
af3fb7d202b35f4f6715a3fe45090eea,운수사계곡,35.1857026,129.0075452,부산 사상구 모라동 1243-4
f90b4735e4007bcfe3e59ad4b25fad46,전북도청야외공연장,35.8194305,127.106736,전북특별자치도 전주시 완산구 효자로 225
9a8d964f0c9a7be3d69400d955dcfdba,청년미디어타워,37.3985125,126.7155483,인천 남동구 고잔동 975-1
56a84ec0d32ae2b0e5affd5e2f7b88ca,팔복공원,35.8508025,127.0876621,전북특별자치도 전주시 덕진구 서귀로 107
02d8e455ad0b865fd759934eb981fa5f,HAPPY700평창시네마,37.5887007,128.4162779,강원특별자치도 평창군 용평면 경강로 1689
877d13dbb7c99397cbb4f5e18a79fb54,갈매아이사랑놀이터,37.6313034,127.1160774,경기 구리시 산마루로 18
fbc87e80276603d9d35b64c60e039814,고덕시장,36.7441496,126.7052698,충남 예산군 고덕면 대천3길 55
048ed1d38a9b79b6d6e7ccd4c22d3b81,기장군청소년수련관,35.3110969,129.1997653,부산 기장군 정관읍 달음산길 106
05ac43c19c6bb6d127563dc0bfa45f85,꼬마대통령충남서산점,36.7669903,126.4497471,충남 서산시 동서1로 189
20055905ecea1d76960d2947ff6fb8c0,꿈자람터,36.8972277,127.5249088,충북 진천군 덕산읍 여안로 8
309c2b821d6aa1c36c4259577569234e,남부아이사랑놀이터,36.9988409,127.1021558,경기 평택시 평택5로 220
