place_id,place_type,name,latitude,longitude,road_address,jibun_address
MKT000481,MARKET,제주칠성로상점가(칠성로상점가),33.51402881,126.5261117,제주특별자치도 제주시 관덕로 13길 12,제주특별자치도 제주시 일도일동 1476-20
MKT000482,MARKET,동문시장(주),33.51279665,126.5283141,제주특별자치도 제주시 동문로 16,제주특별자치도 제주시 일도일동 1148-2
MKT000483,MARKET,제주시동문공설시장,33.51208951,126.5282426,제주특별자치도 제주시 동문로 4길9,제주특별자치도 제주시 일도일동 1103
MKT000484,MARKET,중앙로상점가,33.51010018,126.523959,제주특별자치도 제주시 중앙로 91,제주특별자치도 제주시 이도일동 1460
MKT000485,MARKET,보성시장,33.50330767,126.5279393,제주특별자치도 제주시 동광로 1길 32,제주특별자치도 제주시 이도일동 1289-5
MKT000486,MARKET,제주시동문재래시장,33.5115942,126.5260281,제주특별자치도 제주시 관덕로14길 20,제주특별자치도 제주시 이도일동 1436-7
MKT000487,MARKET,제주동문수산시장,33.51206774,126.5249062,제주특별자치도 제주시 오현길 81,제주특별자치도 제주시 이도일동 1348-1
MKT000488,MARKET,영암5일시장,34.80123497,126.7005743,전라남도 영암군 영암읍 오일시장길 28,전라남도 영암군 영암읍 동무리 17-3
MKT000489,MARKET,제주시민속오일시장,33.49724208,126.474894,제주특별자치도 제주시 오일장서길 26,제주특별자치도 제주시 도두일동 1212
MKT000490,MARKET,도남시장,33.49640447,126.528941,,제주특별자치도 제주시 도남동 923의 13
MKT000491,MARKET,세화오일시장,33.52618615,126.857297,제주특별자치도 제주시 구좌읍 해맞이해안로 1412,제주특별자치도 제주시 구좌읍 세화리 1500-5
MKT000492,MARKET,표선오일시장,33.32271206,126.8303863,제주특별자치도 서귀포시 표선면 표선동서로 203-1,제주특별자치도 서귀포시 표선면 표선리 1001-1
MKT000493,MARKET,중문오일시장,33.25058008,126.4239435,제주특별자치도 서귀포시 천제연로188번길 12,제주특별자치도 서귀포시 중문동 2123-1
MKT000494,MARKET,고덕시장,36.74392963,126.7052158,충청남도 예산군 고덕면 용고길 342,충청남도 예산군 고덕면 대천리 783-3
MKT000495,MARKET,온양온천시장(온양전통시장),36.78329506,127.0042346,충청남도 아산시 시장길 29,충청남도 아산시 온천동 94-6
MKT000496,MARKET,둔포전통시장(둔포시장),36.92946679,127.0360407,충청남도 아산시 둔포면 둔포면로 25번길 15,충청남도 아산시 둔포면 둔포리 450-8
MKT000497,MARKET,장항전통시장,36.01556607,126.6945736,충청남도 서천군 장항읍 성화로 104,충청남도 서천군 장항읍 신창리 110
MKT000498,MARKET,해미읍성전통시장,36.71113407,126.5455675,충청남도 서산시 해미면 읍성마을2길 16,충청남도 서산시 해미면 읍내리 202
MKT000499,MARKET,서산동부전통시장(동부시장),36.78181899,126.4564432,충청남도 서산시 시장5로 15,충청남도 서산시 동문동 900-3
MKT000500,MARKET,대산종합시장,36.93800832,126.4339406,충청남도 서산시 대산읍 충의로 1942,충청남도 서산시 대산읍 대산리 119
MKT000501,MARKET,홍산시장,36.21394105,126.7576057,충청남도 부여군 홍산면 홍산시장로 45-10,충청남도 부여군 홍산면 남촌리 134-2
MKT000502,MARKET,부여 새시장,36.28098513,126.9096533,충청남도 부여군 부여읍 부여로 12,충청남도 부여군 부여읍 구아리 395-7
MKT000503,MARKET,부여중앙시장,36.28192426,126.91219,충청남도 부여군 부여읍 중앙로13번길 14-3,충청남도 부여군 부여읍 구아리 164-1
MKT000504,MARKET,부여시장,36.28149721,126.9075601,충청남도 부여군 부여읍 성왕로173번길 12,충청남도 부여군 부여읍 구아리 432
MKT000505,MARKET,웅천시장,36.23298807,126.6012701,충청남도 보령시 웅천읍 장터4길 24,충청남도 보령시 웅천읍 대창리 432-1
MKT000506,MARKET,대천항수산시장,36.32660911,126.5061075,충청남도 보령시 대천항로 370,충청남도 보령시 신흑동 2240-7
MKT000507,MARKET,현대시장(현대상가시장),36.34891076,126.5969368,충청남도 보령시 대흥로 16,충청남도 보령시 대천동 618-69
MKT000508,MARKET,보령한내시장,36.34962793,126.595819,충청남도 보령시 정화로길 13,충청남도 보령시 대천동 197-1
MKT000509,MARKET,보령중앙시장,36.35085519,126.5941055,충청남도 보령시 중앙시장1길 25-1,충청남도 보령시 대천동 331-7
MKT000510,MARKET,동부시장,36.34936157,126.5970013,충청남도 보령시 구상가길 14-5,충청남도 보령시 대천동 618-64
MKT000511,MARKET,합덕전통시장,36.80617206,126.7719672,충청남도 당진시 합덕읍 버그내2길 128-42,충청남도 당진시 합덕읍 운산리 253-47
MKT000512,MARKET,독천5일시장,34.72459224,126.5671189,전라남도 영암군 미암면 독천1길 19,전라남도 영암군 미암면 채지리 137
MKT000513,MARKET,신평시장,36.88353946,126.7759775,충청남도 당진시 신평면 신평로 804-1,충청남도 당진시 신평면 금천리 360-4
MKT000514,MARKET,연산전통시장,36.21627075,127.2164887,충청남도 논산시 연산면 연산4길 10-8,충청남도 논산시 연산면 연산리 392-8
MKT000515,MARKET,화지중앙시장,36.20691048,127.0852797,충청남도 논산시 중앙로492번길 20,충청남도 논산시 화지동 49
MKT000516,MARKET,강경젓갈시장,36.15755436,127.0098017,충청남도 논산시 강경읍 금백로 45,충청남도 논산시 강경읍 황산리 198
MKT000517,MARKET,강경대흥시장,36.15597686,127.0136799,충청남도 논산시 강경읍 대흥로 23- 1,충청남도 논산시 강경읍 대흥리 17-8
MKT000518,MARKET,마전시장,36.1906104,127.4669775,충청남도 금산군 추부면 마전1길 38,충청남도 금산군 추부면 마전리 547-1
MKT000519,MARKET,금산약초시장,36.1003757,127.4954712,충청남도 금산군 금산읍 비단로 144,충청남도 금산군 금산읍 중도리 31
MKT000520,MARKET,금산인삼쇼핑센타,36.1015148,127.4989542,충청남도 금산군 금산읍 인삼광장로 47,충청남도 금산군 금산읍 중도리 7-1
MKT000521,MARKET,반송골목시장,35.22428809,129.1503299,부산광역시 해운대구 아랫반송로39번길 18-3,부산광역시 해운대구 반송동 250-371
MKT000522,MARKET,반송큰시장(반송2동시장),35.23111721,129.1562096,부산광역시 해운대구 윗반송로51번길 86,부산광역시 해운대구 반송동 40-762
MKT000523,MARKET,부산데파트,35.0983104,129.0367073,부산광역시 중구 중앙대로 2,부산광역시 중구 중앙동7가 20-1
MKT000524,MARKET,영주시장,35.1116817,129.0373691,부산광역시 중구 대영로242번길 3,부산광역시 중구 영주동 601
MKT000525,MARKET,새영주시장,35.11270202,129.0363088,부산광역시 중구 초량중로 6,부산광역시 중구 영주동 20-16
MKT000526,MARKET,만물의거리시장,35.10148415,129.0285512,부산광역시 중구 국제시장 2길 24-1,부산광역시 중구 신창동4가 10-5
MKT000527,MARKET,신창상가,35.10117719,129.0302005,부산광역시 중구 중구로34번길 21-1,부산광역시 중구 신창동1가 19-2
MKT000528,MARKET,아리랑거리,35.10045891,129.0289644,부산광역시 중구 중구로30번길 12,부산광역시 중구 신창동3가 17-1
MKT000529,MARKET,국제시장,35.10153726,129.02807,"부산광역시 중구 중구로 42, 3층",부산광역시 중구 신창동4가 40-5
